Date,Open,High,Low,Close,Volume,Openint
2022-10-24,1.47028,1.47028,1.3938,1.41,199122.37573210063
2022-10-25,1.45155,1.47028,1.40473,1.43907,189390.24334976237
2022-10-26,1.45155,1.46404,1.42189,1.45155,342305.8128004803
2022-10-27,1.46872,1.50462,1.46404,1.47653,48509.45827492253
2022-10-28,1.48121,1.55925,1.47653,1.51555,141877.70396798197
2022-10-31,1.57251,1.57251,1.50306,1.5452,89502.30186192226
2022-11-02,1.55925,1.55925,1.50617,1.51868,30322.73610211536
2022-11-03,1.51399,1.54832,1.46872,1.49213,53027.62796288966
2022-11-04,1.50774,1.63885,1.50774,1.63885,186088.1096895552
2022-11-07,1.63885,1.68568,1.61154,1.65055,116886.81814143516
2022-11-08,1.62714,1.65446,1.60763,1.65446,16417.127068132955
2022-11-09,1.67787,1.67787,1.59983,1.59983,103029.90180402983
2022-11-10,1.59983,1.62324,1.58031,1.59593,116742.02143844501
2022-11-14,1.59983,1.59983,1.5452,1.55768,136484.34712832133
2022-11-15,1.55768,1.59202,1.53116,1.56081,113229.74035088606
2022-11-16,1.56081,1.67396,1.56081,1.63885,263512.0600260178
2022-11-17,1.65446,1.70908,1.62324,1.68568,153479.379621663
2022-11-18,1.70129,1.71689,1.69347,1.69347,62914.80814223053
2022-11-21,1.70129,1.70129,1.65446,1.68568,23961.932264602485
2022-11-22,1.68568,1.68568,1.61544,1.61544,34625.632815726625
2022-11-23,1.70129,1.70129,1.61154,1.61154,55071.439832517906
2022-11-24,1.63105,1.65055,1.61544,1.65055,16072.434031813224
2022-11-25,1.65055,1.67007,1.61934,1.65055,40203.50934769492
2022-11-28,1.65055,1.65055,1.62324,1.63105,114557.25702608535
2022-11-29,1.65055,1.67007,1.63105,1.67007,1805069.015520244
2022-11-30,1.70129,1.71689,1.68178,1.69738,59128.31028972294
2022-12-01,1.71689,1.76762,1.68957,1.76762,74000.08493480142
2022-12-02,1.77152,1.79884,1.75201,1.78323,65630.06666996832
2022-12-05,1.80273,1.80273,1.77932,1.77932,35443.157563578134
2022-12-06,1.77932,1.77932,1.70129,1.72079,83819.35161627915
2022-12-07,1.7325,1.7325,1.68568,1.71299,46536.12267666108
2022-12-08,1.7247,1.78712,1.71299,1.77932,76958.80694544177
2022-12-09,1.74811,1.81835,1.74811,1.81835,160268.1666343818
2022-12-12,1.82615,1.88858,1.82615,1.85736,82944.16446458346
2022-12-13,1.83395,1.9276,1.83395,1.912,447566.6089399464
2022-12-14,1.87297,1.9276,1.87297,1.9276,690350.9568637015
2022-12-15,1.92369,1.92369,1.88858,1.912,34585.90982641021
2022-12-16,1.90418,1.912,1.83005,1.87297,164572.34473473948
2022-12-19,1.90029,1.99393,1.90029,1.99003,125159.45101310227
2022-12-20,1.98224,1.98224,1.93931,1.95882,140574.53364108148
2022-12-21,1.97442,1.99003,1.96272,1.99003,164085.41776893652
2022-12-22,1.99003,1.99003,1.9354,1.94711,41883.4073797206
2022-12-23,1.96662,1.96662,1.9159,1.94321,40004.89440111716
2022-12-27,1.951,1.96662,1.92369,1.94711,38958.00142463644
2022-12-28,1.96662,1.96662,1.88467,1.90808,34101.5456341098
2022-12-29,1.90808,1.91979,1.88858,1.9159,32621.543935413716
2022-12-30,1.9159,1.9159,1.88858,1.9159,56206.748494894266
2023-01-02,1.94321,2.00564,1.9159,1.97442,47565.07623861188
2023-01-03,1.99003,2.05247,1.99003,2.02906,56606.54116155452
2023-01-04,2.05247,2.1344,2.04076,2.04076,118287.37386148763
2023-01-05,2.09929,2.09929,2.01734,2.01734,79116.66223600763
2023-01-09,2.05247,2.10709,2.02124,2.09148,132501.79710273424
2023-01-10,2.09148,2.16172,2.02124,2.02124,138514.0637436805
2023-01-11,2.02906,2.06807,1.99784,2.01345,52905.89622143784
2023-01-12,2.01345,2.01345,1.95882,1.97832,76687.15295399248
2023-01-13,2.03685,2.03685,1.9276,1.98613,77398.32260141845
2023-01-16,1.96662,2.02124,1.94321,1.96662,54014.29576202039
2023-01-17,1.94711,1.951,1.9354,1.93931,19987.070559532855
2023-01-18,1.94321,1.98224,1.87297,1.87297,117641.55493842762
2023-01-19,1.88077,1.89639,1.79493,1.79493,193248.49886037994
2023-01-20,1.81835,1.90418,1.77932,1.82224,123690.9817951694
2023-01-23,1.83395,1.90418,1.83395,1.89639,1003547.5068163302
2023-01-24,1.89639,1.94711,1.89639,1.9315,81576.92480007315
2023-01-25,1.94711,1.94711,1.91979,1.91979,74634.37137709928
2023-01-26,1.99784,2.06807,1.99784,2.02906,139832.6107116073
2023-01-27,2.03295,2.06027,2.02906,2.05637,59469.15916578611
2023-01-30,2.06807,2.07588,2.02906,2.05247,97220.09426992758
2023-01-31,2.05247,2.06807,2.02906,2.04076,56615.51086881948
2023-02-01,2.04076,2.07197,2.02906,2.06807,123933.1638913331
2023-02-02,2.08368,2.1383,2.06807,2.1383,101575.5278403757
2023-02-03,2.1383,2.16953,2.08758,2.15392,275491.74477155856
2023-02-06,2.18513,2.18513,2.14612,2.14612,80316.04023599056
2023-02-07,2.17733,2.17733,2.111,2.1383,164363.4786941471
2023-02-08,2.12661,2.16562,2.12661,2.15392,15869.974924978898
2023-02-09,2.15392,2.16172,2.1383,2.15782,199578.54941585107
2023-02-10,2.16562,2.24367,2.14221,2.24367,151972.46880116448
2023-02-13,2.24367,2.32561,2.22415,2.27098,58810.52637519702
2023-02-14,2.24367,2.25927,2.20464,2.22806,23764.59870477548
2023-02-15,2.19294,2.25537,2.19294,2.20074,29494.96026024705
2023-02-16,2.20074,2.23195,2.19294,2.21245,1062466.9510654553
2023-02-17,2.19685,2.22415,2.19685,2.19685,35994.15386698877
2023-02-20,2.24367,2.31,2.20854,2.26317,35391.90209349311
2023-02-21,2.3217,2.35683,2.21635,2.3178,391842.943250604
2023-02-22,2.34122,2.34122,2.26708,2.27878,85702.99014189314
2023-02-23,2.33341,2.33341,2.29829,2.29829,17205.179920685925
2023-02-24,2.30219,2.30219,2.26708,2.26708,44347.51410404485
2023-02-27,2.24756,2.33731,2.22806,2.26708,320847.71024952387
2023-02-28,2.23195,2.33731,2.23195,2.25146,51829.53134965964
2023-03-01,2.22806,2.29439,2.21635,2.29439,133702.45648947763
2023-03-02,2.29439,2.29829,2.24756,2.24756,915826.3325398572
2023-03-03,2.23977,2.32561,2.22415,2.30219,297211.2502199615
2023-03-06,2.3295,2.44267,2.3217,2.43486,677635.7561224403
2023-03-07,2.43486,2.47389,2.34901,2.40365,240297.17623789678
2023-03-08,2.35683,2.45047,2.3295,2.38804,195756.1727342804
